TIME,USER_1_NUMBER_OF_TRX,USER_1_AMOUNT,USER_2_NUMBER_OF_TRX,USER_2_AMOUNT,USER_3_NUMBER_OF_TRX,USER_3_AMOUNT,USER_4_NUMBER_OF_TRX,USER_4_AMOUNT,USER_5_NUMBER_OF_TRX,USER_5_AMOUNT,MERCHANT_1_NUMBER_OF_TRX,MERCHANT_1_AMOUNT,MERCHANT_2_NUMBER_OF_TRX,MERCHANT_2_AMOUNT,MERCHANT_3_NUMBER_OF_TRX,MERCHANT_3_AMOUNT,MERCHANT_4_NUMBER_OF_TRX,MERCHANT_4_AMOUNT,MERCHANT_5_NUMBER_OF_TRX,MERCHANT_5_AMOUNT
2021-06-18 15:00:00,1.0,23914.79,1.0,61200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,154023.6,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,135100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,99229.72,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 18:00:00,1.0,64363.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,242622.39,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,170900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,131000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,108200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18 23:00:00,0.0,0.0,2.0,199628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,249300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,109300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 01:00:00,1.0,57411.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,42272284.0,4.0,31000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,39115001.120000005,11.0,127000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 03:00:00,2.0,183463.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,33434314.0,4.0,32300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,25546651.0,1.0,11900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,27743613.52,6.0,92873.33,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,41870228.24,9.0,139700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,17713824.0,8.0,84000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,19429875.0,2.0,14600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,13780656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 10:00:00,0.0,0.0,1.0,26900.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,14914855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,28145094.0,2.0,86664.83,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 12:00:00,0.0,0.0,2.0,56500.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,28950355.0,3.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,94600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 15:00:00,2.0,65208.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,211765.51,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,109300.0,2.0,409066.0,0.0,0.0,0.0,0.0
2021-06-19 18:00:00,0.0,0.0,0.0,0.0,1.0,106038.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,203300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,104200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,131657.87,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,144900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19 23:00:00,0.0,0.0,1.0,32492.24,1.0,1124000.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,131800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,102400.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 01:00:00,1.0,15929.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,27686889.0,13.0,117700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,23771783.3,16.0,402294.81,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 03:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,27310059.0,15.0,295388.62,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,29539650.87,11.0,103800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,37837197.0,8.0,128600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,24851240.9,4.0,273155.20999999996,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 07:00:00,0.0,0.0,1.0,42200.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,23300775.36,6.0,72500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,14549675.0,11.0,252844.77000000002,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,18584658.47,8.0,172487.16,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,16271705.0,3.0,25800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 11:00:00,0.0,0.0,1.0,30900.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,24728245.0,2.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,27903310.0,5.0,50300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 13:00:00,1.0,24322.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 14:00:00,1.0,31335.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39235.8,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 15:00:00,0.0,0.0,1.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,56300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,132700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,87400.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 22:00:00,1.0,30515.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,148015.1,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 00:00:00,1.0,39430.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 01:00:00,1.0,99752.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,25289853.0,5.0,128500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,26019642.0,10.0,153700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,15886534.0,3.0,34800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,26235741.13,3.0,42200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,29045228.0,2.0,27400.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,17922273.0,1.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,26360353.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,33625204.0,8.0,307988.41000000003,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 09:00:00,0.0,0.0,1.0,65834.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,27160452.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,22084864.0,1.0,19200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 11:00:00,0.0,0.0,2.0,72438.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,22872556.0,5.0,97700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 12:00:00,0.0,0.0,1.0,29943.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,22775662.0,2.0,22700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,97200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,221848.02,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,136023.18,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,265167.19,1.0,446250.0,0.0,0.0,0.0,0.0
2021-06-21 17:00:00,1.0,21077.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,135961.02000000002,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 19:00:00,1.0,64387.61,1.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,204008.72,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 20:00:00,1.0,259378.36,1.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,332637.33,1.0,40992.0,0.0,0.0,0.0,0.0
2021-06-21 21:00:00,1.0,219313.3,1.0,14900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,168461.62,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 22:00:00,1.0,112425.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,93504.92,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21 23:00:00,1.0,73348.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,168200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 00:00:00,2.0,438552.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,159043.15,2.0,238851.0,0.0,0.0,0.0,0.0
2021-06-22 01:00:00,0.0,0.0,3.0,389503.26,0.0,0.0,0.0,0.0,0.0,0.0,348.0,32432540.0,7.0,117043.15,1.0,370222.0,0.0,0.0,0.0,0.0
2021-06-22 02:00:00,1.0,37237.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,29017721.0,5.0,56800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 03:00:00,3.0,69754.51000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,23799535.0,6.0,53600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,20956462.990000002,3.0,55366.22,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 05:00:00,0.0,0.0,1.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,24891782.919999998,2.0,16600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,22932166.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,13867270.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,15609784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,16651120.0,1.0,39900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,18754418.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,16023338.879999999,5.0,101586.37,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,48426255.0,6.0,93800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,74658.68,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 16:00:00,3.0,158596.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,77748.83,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 17:00:00,2.0,128378.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,96700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 18:00:00,6.0,115278.20999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 19:00:00,1.0,22860.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,101083.01000000001,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 20:00:00,1.0,56231.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,134700.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 21:00:00,2.0,763141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,243264.85,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 22:00:00,1.0,60279.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,70200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,84800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,75717.13,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 01:00:00,1.0,73207.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,21425756.0,3.0,55900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,27154951.46,2.0,48055.36,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,29045739.94,1.0,14100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,32841173.35,1.0,14100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,29359202.0,1.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,22906179.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,21001384.689999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 08:00:00,0.0,0.0,1.0,81540.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,20370878.689999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,21427761.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,18129136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 11:00:00,0.0,0.0,2.0,91170.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,32736889.0,1.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,30682512.57,10.0,118779.94,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 13:00:00,0.0,0.0,1.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 14:00:00,1.0,33785.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,93354.70999999999,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19900.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85198.76000000001,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 18:00:00,1.0,29500.96,0.0,0.0,1.0,129636.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,58800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,145300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,158600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,81800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,91500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23 23:00:00,3.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,261600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 00:00:00,1.0,34022.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,52100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 01:00:00,1.0,109749.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,31786381.0,11.0,79400.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,30206252.0,11.0,73800.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,35719644.0,10.0,116500.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,34076146.599999994,4.0,32600.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,28204270.0,12.0,141641.52,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 06:00:00,0.0,0.0,1.0,73948.21,0.0,0.0,0.0,0.0,0.0,0.0,414.0,37221947.0,2.0,13300.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,28825936.29,1.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,17279723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,20415487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,15563449.24,3.0,140222.52,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,30114851.0,8.0,82200.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24 12:00:00,0.0,0.0,1.0,128563.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,41274586.0,5.0,27100.0,0.0,0.0,0.0,0.0,0.0,0.0
